id,alert_text,category,source,severity,technique
44,Excessive VPN login failures detected from 172.16.0.15 targeting srv-db user administrator,Brute Force,Wazuh,High,
44,Excessive VPN login failures detected from 10.0.0.5 targeting web01 user admin,Brute Force,Wazuh,High,
44,Excessive VPN login failures detected from 10.0.0.5 targeting web01 user admin,Brute Force,Wazuh,High,
45,Windows account lockout triggered after failed logins,Brute Force,Windows Event Log,Medium,
45,Windows account lockout triggered after failed logins from 172.16.0.15 targeting srv-db user john,Brute Force,Windows Event Log,Medium,
45,Windows account lockout triggered after failed logins from 172.16.0.15 targeting web01 user svc_backup,Brute Force,Windows Event Log,Medium,
45,Windows account lockout triggered after failed logins from 192.168.1.10 targeting srv-db user admin,Brute Force,Windows Event Log,Medium,
45,Windows account lockout triggered after failed logins from 10.10.10.20 targeting web01 user john,Brute Force,Windows Event Log,Medium,
45,Windows account lockout triggered after failed logins from 10.0.0.5 targeting dc01 user administrator,Brute Force,Windows Event Log,Medium,
46,Repeated RDP authentication failures detected,Brute Force,Windows Event Log,High,
46,Repeated RDP authentication failures detected from 10.0.0.5 targeting web01 user john,Brute Force,Windows Event Log,High,
46,Repeated RDP authentication failures detected from 172.16.0.15 targeting web01 user admin,Brute Force,Windows Event Log,High,
46,Repeated RDP authentication failures detected from 10.10.10.20 targeting dc01 user svc_backup,Brute Force,Windows Event Log,High,
46,Repeated RDP authentication failures detected from 192.168.1.10 targeting workstation-22 user svc_backup,Brute Force,Windows Event Log,High,
46,Repeated RDP authentication failures detected from 10.10.10.20 targeting srv-db user admin,Brute Force,Windows Event Log,High,
47,Credential guessing activity identified from external IP,Brute Force,Security Onion,High,
47,Credential guessing activity identified from external IP from 10.10.10.20 targeting web01 user admin,Brute Force,Security Onion,High,
47,Credential guessing activity identified from external IP from 172.16.0.15 targeting workstation-22 user administrator,Brute Force,Security Onion,High,
47,Credential guessing activity identified from external IP from 192.168.1.10 targeting srv-db user john,Brute Force,Security Onion,High,
47,Credential guessing activity identified from external IP from 10.0.0.5 targeting web01 user admin,Brute Force,Security Onion,High,
47,Credential guessing activity identified from external IP from 172.16.0.15 targeting srv-db user john,Brute Force,Security Onion,High,
48,Multiple invalid login attempts observed within short time period,Brute Force,Wazuh,Medium,
48,Multiple invalid login attempts observed within short time period from 10.10.10.20 targeting dc01 user svc_backup,Brute Force,Wazuh,Medium,
48,Multiple invalid login attempts observed within short time period from 192.168.1.10 targeting web01 user svc_backup,Brute Force,Wazuh,Medium,
48,Multiple invalid login attempts observed within short time period from 172.16.0.15 targeting dc01 user administrator,Brute Force,Wazuh,Medium,
48,Multiple invalid login attempts observed within short time period from 10.0.0.5 targeting srv-db user john,Brute Force,Wazuh,Medium,
48,Multiple invalid login attempts observed within short time period from 10.10.10.20 targeting workstation-22 user john,Brute Force,Wazuh,Medium,
49,SSH brute force attack detected against server,Brute Force,Wazuh,High,
49,SSH brute force attack detected against server from 10.0.0.5 targeting workstation-22 user john,Brute Force,Wazuh,High,
49,SSH brute force attack detected against server from 10.0.0.5 targeting dc01 user svc_backup,Brute Force,Wazuh,High,
49,SSH brute force attack detected against server from 10.10.10.20 targeting dc01 user administrator,Brute Force,Wazuh,High,
49,SSH brute force attack detected against server from 10.10.10.20 targeting workstation-22 user john,Brute Force,Wazuh,High,
49,SSH brute force attack detected against server from 10.10.10.20 targeting workstation-22 user administrator,Brute Force,Wazuh,High,
50,Authentication threshold exceeded due to failed login attempts,Brute Force,Wazuh,Medium,
50,Authentication threshold exceeded due to failed login attempts from 172.16.0.15 targeting web01 user administrator,Brute Force,Wazuh,Medium,
50,Authentication threshold exceeded due to failed login attempts from 10.0.0.5 targeting dc01 user svc_backup,Brute Force,Wazuh,Medium,
50,Authentication threshold exceeded due to failed login attempts from 172.16.0.15 targeting web01 user john,Brute Force,Wazuh,Medium,
50,Authentication threshold exceeded due to failed login attempts from 172.16.0.15 targeting dc01 user svc_backup,Brute Force,Wazuh,Medium,
50,Authentication threshold exceeded due to failed login attempts from 192.168.1.10 targeting srv-db user admin,Brute Force,Wazuh,Medium,
51,Failed SSH authentication attempts exceeded threshold,Brute Force,Wazuh,High,
51,Failed SSH authentication attempts exceeded threshold from 192.168.1.10 targeting workstation-22 user svc_backup,Brute Force,Wazuh,High,
51,Failed SSH authentication attempts exceeded threshold from 172.16.0.15 targeting web01 user administrator,Brute Force,Wazuh,High,
51,Failed SSH authentication attempts exceeded threshold from 10.0.0.5 targeting web01 user john,Brute Force,Wazuh,High,
51,Failed SSH authentication attempts exceeded threshold from 172.16.0.15 targeting srv-db user administrator,Brute Force,Wazuh,High,
51,Failed SSH authentication attempts exceeded threshold from 10.0.0.5 targeting web01 user svc_backup,Brute Force,Wazuh,High,
52,Multiple user accounts targeted by password spray attack,Brute Force,Wazuh,High,
52,Multiple user accounts targeted by password spray attack from 192.168.1.10 targeting workstation-22 user admin,Brute Force,Wazuh,High,
52,Multiple user accounts targeted by password spray attack from 192.168.1.10 targeting dc01 user administrator,Brute Force,Wazuh,High,
52,Multiple user accounts targeted by password spray attack from 192.168.1.10 targeting dc01 user john,Brute Force,Wazuh,High,
52,Multiple user accounts targeted by password spray attack from 10.0.0.5 targeting dc01 user john,Brute Force,Wazuh,High,
52,Multiple user accounts targeted by password spray attack from 10.0.0.5 targeting dc01 user administrator,Brute Force,Wazuh,High,
53,Administrator account experienced repeated login failures,Brute Force,Windows Event Log,High,
53,Administrator account experienced repeated login failures from 10.10.10.20 targeting workstation-22 user john,Brute Force,Windows Event Log,High,
53,Administrator account experienced repeated login failures from 10.0.0.5 targeting dc01 user admin,Brute Force,Windows Event Log,High,
53,Administrator account experienced repeated login failures from 10.10.10.20 targeting dc01 user john,Brute Force,Windows Event Log,High,
53,Administrator account experienced repeated login failures from 172.16.0.15 targeting web01 user john,Brute Force,Windows Event Log,High,
53,Administrator account experienced repeated login failures from 172.16.0.15 targeting dc01 user admin,Brute Force,Windows Event Log,High,
54,High volume of failed VPN authentications observed,Brute Force,Wazuh,High,
54,High volume of failed VPN authentications observed from 192.168.1.10 targeting web01 user john,Brute Force,Wazuh,High,
54,High volume of failed VPN authentications observed from 172.16.0.15 targeting web01 user administrator,Brute Force,Wazuh,High,
54,High volume of failed VPN authentications observed from 172.16.0.15 targeting srv-db user admin,Brute Force,Wazuh,High,
54,High volume of failed VPN authentications observed from 172.16.0.15 targeting web01 user john,Brute Force,Wazuh,High,
54,High volume of failed VPN authentications observed from 192.168.1.10 targeting workstation-22 user svc_backup,Brute Force,Wazuh,High,
55,Remote login service targeted by credential guessing attack,Brute Force,Security Onion,High,
55,Remote login service targeted by credential guessing attack from 10.0.0.5 targeting dc01 user svc_backup,Brute Force,Security Onion,High,
55,Remote login service targeted by credential guessing attack from 172.16.0.15 targeting dc01 user john,Brute Force,Security Onion,High,
55,Remote login service targeted by credential guessing attack from 192.168.1.10 targeting dc01 user administrator,Brute Force,Security Onion,High,
55,Remote login service targeted by credential guessing attack from 192.168.1.10 targeting srv-db user john,Brute Force,Security Onion,High,
55,Remote login service targeted by credential guessing attack from 192.168.1.10 targeting dc01 user john,Brute Force,Security Onion,High,
56,Numerous failed login attempts detected from single source IP,Brute Force,Wazuh,Medium,
56,Numerous failed login attempts detected from single source IP from 172.16.0.15 targeting workstation-22 user administrator,Brute Force,Wazuh,Medium,
56,Numerous failed login attempts detected from single source IP from 10.10.10.20 targeting web01 user administrator,Brute Force,Wazuh,Medium,
56,Numerous failed login attempts detected from single source IP from 10.10.10.20 targeting srv-db user svc_backup,Brute Force,Wazuh,Medium,
56,Numerous failed login attempts detected from single source IP from 172.16.0.15 targeting dc01 user svc_backup,Brute Force,Wazuh,Medium,
56,Numerous failed login attempts detected from single source IP from 172.16.0.15 targeting web01 user john,Brute Force,Wazuh,Medium,
57,Authentication failures detected across multiple hosts,Brute Force,Security Onion,High,
57,Authentication failures detected across multiple hosts from 10.0.0.5 targeting web01 user admin,Brute Force,Security Onion,High,
57,Authentication failures detected across multiple hosts from 10.10.10.20 targeting web01 user john,Brute Force,Security Onion,High,
57,Authentication failures detected across multiple hosts from 172.16.0.15 targeting dc01 user john,Brute Force,Security Onion,High,
57,Authentication failures detected across multiple hosts from 192.168.1.10 targeting dc01 user administrator,Brute Force,Security Onion,High,
57,Authentication failures detected across multiple hosts from 172.16.0.15 targeting dc01 user admin,Brute Force,Security Onion,High,
58,Repeated login attempts against privileged account,Brute Force,Windows Event Log,High,
58,Repeated login attempts against privileged account from 172.16.0.15 targeting srv-db user admin,Brute Force,Windows Event Log,High,
58,Repeated login attempts against privileged account from 192.168.1.10 targeting dc01 user admin,Brute Force,Windows Event Log,High,
58,Repeated login attempts against privileged account from 172.16.0.15 targeting srv-db user administrator,Brute Force,Windows Event Log,High,
58,Repeated login attempts against privileged account from 192.168.1.10 targeting web01 user svc_backup,Brute Force,Windows Event Log,High,
58,Repeated login attempts against privileged account from 192.168.1.10 targeting srv-db user svc_backup,Brute Force,Windows Event Log,High,
59,Brute force behavior detected against SSH daemon,Brute Force,Wazuh,High,
59,Brute force behavior detected against SSH daemon from 172.16.0.15 targeting workstation-22 user admin,Brute Force,Wazuh,High,
59,Brute force behavior detected against SSH daemon from 172.16.0.15 targeting srv-db user john,Brute Force,Wazuh,High,
59,Brute force behavior detected against SSH daemon from 192.168.1.10 targeting srv-db user svc_backup,Brute Force,Wazuh,High,
59,Brute force behavior detected against SSH daemon from 172.16.0.15 targeting srv-db user svc_backup,Brute Force,Wazuh,High,
59,Brute force behavior detected against SSH daemon from 172.16.0.15 targeting srv-db user admin,Brute Force,Wazuh,High,
60,Excessive authentication failures indicate possible brute force attack,Brute Force,Wazuh,Medium,
60,Excessive authentication failures indicate possible brute force attack from 192.168.1.10 targeting dc01 user svc_backup,Brute Force,Wazuh,Medium,
60,Excessive authentication failures indicate possible brute force attack from 10.10.10.20 targeting web01 user svc_backup,Brute Force,Wazuh,Medium,
60,Excessive authentication failures indicate possible brute force attack from 10.0.0.5 targeting srv-db user admin,Brute Force,Wazuh,Medium,
60,Excessive authentication failures indicate possible brute force attack from 192.168.1.10 targeting srv-db user administrator,Brute Force,Wazuh,Medium,
60,Excessive authentication failures indicate possible brute force attack from 10.10.10.20 targeting srv-db user john,Brute Force,Wazuh,Medium,
61,Encoded PowerShell command executed,Malware,Sysmon,Critical,T1059
61,Encoded PowerShell command executed from 172.16.0.15 targeting srv-db user john,Malware,Sysmon,Critical,T1059
61,Encoded PowerShell command executed from 172.16.0.15 targeting web01 user admin,Malware,Sysmon,Critical,T1059
61,Encoded PowerShell command executed from 10.10.10.20 targeting web01 user admin,Malware,Sysmon,Critical,T1059
61,Encoded PowerShell command executed from 10.10.10.20 targeting web01 user admin,Malware,Sysmon,Critical,T1059
61,Encoded PowerShell command executed from 192.168.1.10 targeting srv-db user admin,Malware,Sysmon,Critical,T1059
62,Suspicious executable downloaded from external server,Malware,Wazuh,Critical,T1204
62,Suspicious executable downloaded from external server from 172.16.0.15 targeting dc01 user administrator,Malware,Wazuh,Critical,T1204
62,Suspicious executable downloaded from external server from 10.10.10.20 targeting srv-db user administrator,Malware,Wazuh,Critical,T1204
62,Suspicious executable downloaded from external server from 192.168.1.10 targeting srv-db user admin,Malware,Wazuh,Critical,T1204
62,Suspicious executable downloaded from external server from 172.16.0.15 targeting web01 user john,Malware,Wazuh,Critical,T1204
62,Suspicious executable downloaded from external server from 10.0.0.5 targeting dc01 user john,Malware,Wazuh,Critical,T1204
63,Known malware hash detected on endpoint,Malware,Wazuh,Critical,T1204
63,Known malware hash detected on endpoint from 10.0.0.5 targeting web01 user admin,Malware,Wazuh,Critical,T1204
63,Known malware hash detected on endpoint from 10.0.0.5 targeting workstation-22 user admin,Malware,Wazuh,Critical,T1204
63,Known malware hash detected on endpoint from 10.10.10.20 targeting dc01 user administrator,Malware,Wazuh,Critical,T1204
63,Known malware hash detected on endpoint from 10.0.0.5 targeting web01 user john,Malware,Wazuh,Critical,T1204
63,Known malware hash detected on endpoint from 172.16.0.15 targeting srv-db user svc_backup,Malware,Wazuh,Critical,T1204
64,Ransomware-like file encryption activity observed,Malware,Sysmon,Critical,T1486
64,Ransomware-like file encryption activity observed from 192.168.1.10 targeting dc01 user admin,Malware,Sysmon,Critical,T1486
64,Ransomware-like file encryption activity observed from 10.0.0.5 targeting web01 user administrator,Malware,Sysmon,Critical,T1486
64,Ransomware-like file encryption activity observed from 172.16.0.15 targeting srv-db user admin,Malware,Sysmon,Critical,T1486
64,Ransomware-like file encryption activity observed from 172.16.0.15 targeting workstation-22 user svc_backup,Malware,Sysmon,Critical,T1486
64,Ransomware-like file encryption activity observed from 10.10.10.20 targeting dc01 user admin,Malware,Sysmon,Critical,T1486
65,Malicious script execution detected,Malware,Sysmon,High,T1059
65,Malicious script execution detected from 10.0.0.5 targeting srv-db user administrator,Malware,Sysmon,High,T1059
65,Malicious script execution detected from 10.0.0.5 targeting web01 user svc_backup,Malware,Sysmon,High,T1059
65,Malicious script execution detected from 10.10.10.20 targeting workstation-22 user svc_backup,Malware,Sysmon,High,T1059
65,Malicious script execution detected from 192.168.1.10 targeting workstation-22 user admin,Malware,Sysmon,High,T1059
65,Malicious script execution detected from 192.168.1.10 targeting workstation-22 user john,Malware,Sysmon,High,T1059
66,Suspicious DLL loaded into process memory,Malware,Sysmon,High,T1055
66,Suspicious DLL loaded into process memory from 10.10.10.20 targeting dc01 user svc_backup,Malware,Sysmon,High,T1055
66,Suspicious DLL loaded into process memory from 10.0.0.5 targeting workstation-22 user admin,Malware,Sysmon,High,T1055
66,Suspicious DLL loaded into process memory from 192.168.1.10 targeting dc01 user administrator,Malware,Sysmon,High,T1055
66,Suspicious DLL loaded into process memory from 10.0.0.5 targeting dc01 user svc_backup,Malware,Sysmon,High,T1055
66,Suspicious DLL loaded into process memory from 192.168.1.10 targeting workstation-22 user administrator,Malware,Sysmon,High,T1055
67,Payload downloaded and executed from remote location,Malware,Wazuh,Critical,T1105
67,Payload downloaded and executed from remote location from 192.168.1.10 targeting workstation-22 user svc_backup,Malware,Wazuh,Critical,T1105
67,Payload downloaded and executed from remote location from 10.10.10.20 targeting srv-db user admin,Malware,Wazuh,Critical,T1105
67,Payload downloaded and executed from remote location from 10.0.0.5 targeting dc01 user john,Malware,Wazuh,Critical,T1105
67,Payload downloaded and executed from remote location from 10.10.10.20 targeting srv-db user administrator,Malware,Wazuh,Critical,T1105
67,Payload downloaded and executed from remote location from 192.168.1.10 targeting web01 user administrator,Malware,Wazuh,Critical,T1105
68,Trojan behavior detected on workstation,Malware,Wazuh,High,T1204
68,Trojan behavior detected on workstation from 192.168.1.10 targeting dc01 user administrator,Malware,Wazuh,High,T1204
68,Trojan behavior detected on workstation from 192.168.1.10 targeting dc01 user john,Malware,Wazuh,High,T1204
68,Trojan behavior detected on workstation from 192.168.1.10 targeting workstation-22 user administrator,Malware,Wazuh,High,T1204
68,Trojan behavior detected on workstation from 10.0.0.5 targeting workstation-22 user admin,Malware,Wazuh,High,T1204
68,Trojan behavior detected on workstation from 192.168.1.10 targeting srv-db user admin,Malware,Wazuh,High,T1204
69,Malicious macro execution detected in document,Malware,Sysmon,High,T1204
69,Malicious macro execution detected in document from 10.10.10.20 targeting dc01 user svc_backup,Malware,Sysmon,High,T1204
69,Malicious macro execution detected in document from 172.16.0.15 targeting web01 user administrator,Malware,Sysmon,High,T1204
69,Malicious macro execution detected in document from 10.10.10.20 targeting web01 user john,Malware,Sysmon,High,T1204
69,Malicious macro execution detected in document from 172.16.0.15 targeting web01 user admin,Malware,Sysmon,High,T1204
69,Malicious macro execution detected in document from 10.0.0.5 targeting workstation-22 user administrator,Malware,Sysmon,High,T1204
70,Unauthorized binary executed from temporary directory,Malware,Wazuh,Medium,T1204
70,Unauthorized binary executed from temporary directory from 10.0.0.5 targeting workstation-22 user john,Malware,Wazuh,Medium,T1204
70,Unauthorized binary executed from temporary directory from 192.168.1.10 targeting dc01 user john,Malware,Wazuh,Medium,T1204
70,Unauthorized binary executed from temporary directory from 172.16.0.15 targeting srv-db user admin,Malware,Wazuh,Medium,T1204
70,Unauthorized binary executed from temporary directory from 192.168.1.10 targeting workstation-22 user svc_backup,Malware,Wazuh,Medium,T1204
70,Unauthorized binary executed from temporary directory from 172.16.0.15 targeting web01 user administrator,Malware,Wazuh,Medium,T1204
71,TCP SYN scan detected against internal network,Reconnaissance,Security Onion,Medium,T1046
71,TCP SYN scan detected against internal network from 192.168.1.10 targeting web01 user svc_backup,Reconnaissance,Security Onion,Medium,T1046
71,TCP SYN scan detected against internal network from 192.168.1.10 targeting workstation-22 user john,Reconnaissance,Security Onion,Medium,T1046
71,TCP SYN scan detected against internal network from 10.10.10.20 targeting dc01 user svc_backup,Reconnaissance,Security Onion,Medium,T1046
71,TCP SYN scan detected against internal network from 10.10.10.20 targeting srv-db user admin,Reconnaissance,Security Onion,Medium,T1046
71,TCP SYN scan detected against internal network from 10.0.0.5 targeting dc01 user administrator,Reconnaissance,Security Onion,Medium,T1046
72,Nmap service discovery scan observed,Reconnaissance,Security Onion,Medium,T1046
72,Nmap service discovery scan observed from 10.10.10.20 targeting workstation-22 user svc_backup,Reconnaissance,Security Onion,Medium,T1046
72,Nmap service discovery scan observed from 192.168.1.10 targeting workstation-22 user admin,Reconnaissance,Security Onion,Medium,T1046
72,Nmap service discovery scan observed from 10.10.10.20 targeting dc01 user john,Reconnaissance,Security Onion,Medium,T1046
72,Nmap service discovery scan observed from 10.0.0.5 targeting workstation-22 user administrator,Reconnaissance,Security Onion,Medium,T1046
72,Nmap service discovery scan observed from 192.168.1.10 targeting srv-db user admin,Reconnaissance,Security Onion,Medium,T1046
73,Multiple hosts scanned within short time period,Reconnaissance,Security Onion,Medium,T1046
73,Multiple hosts scanned within short time period from 10.0.0.5 targeting workstation-22 user administrator,Reconnaissance,Security Onion,Medium,T1046
73,Multiple hosts scanned within short time period from 10.10.10.20 targeting workstation-22 user admin,Reconnaissance,Security Onion,Medium,T1046
73,Multiple hosts scanned within short time period from 10.0.0.5 targeting srv-db user admin,Reconnaissance,Security Onion,Medium,T1046
73,Multiple hosts scanned within short time period from 192.168.1.10 targeting dc01 user administrator,Reconnaissance,Security Onion,Medium,T1046
73,Multiple hosts scanned within short time period from 192.168.1.10 targeting srv-db user administrator,Reconnaissance,Security Onion,Medium,T1046
74,ICMP sweep activity detected across subnet,Reconnaissance,Security Onion,Low,T1018
74,ICMP sweep activity detected across subnet from 10.0.0.5 targeting web01 user administrator,Reconnaissance,Security Onion,Low,T1018
74,ICMP sweep activity detected across subnet from 172.16.0.15 targeting srv-db user admin,Reconnaissance,Security Onion,Low,T1018
74,ICMP sweep activity detected across subnet from 10.10.10.20 targeting srv-db user john,Reconnaissance,Security Onion,Low,T1018
74,ICMP sweep activity detected across subnet from 10.10.10.20 targeting web01 user john,Reconnaissance,Security Onion,Low,T1018
74,ICMP sweep activity detected across subnet from 172.16.0.15 targeting web01 user john,Reconnaissance,Security Onion,Low,T1018
75,Port scanning behavior identified from external IP,Reconnaissance,Security Onion,Medium,T1046
75,Port scanning behavior identified from external IP from 192.168.1.10 targeting web01 user admin,Reconnaissance,Security Onion,Medium,T1046
75,Port scanning behavior identified from external IP from 192.168.1.10 targeting dc01 user svc_backup,Reconnaissance,Security Onion,Medium,T1046
75,Port scanning behavior identified from external IP from 10.10.10.20 targeting workstation-22 user john,Reconnaissance,Security Onion,Medium,T1046
75,Port scanning behavior identified from external IP from 192.168.1.10 targeting web01 user john,Reconnaissance,Security Onion,Medium,T1046
75,Port scanning behavior identified from external IP from 192.168.1.10 targeting srv-db user john,Reconnaissance,Security Onion,Medium,T1046
76,Network reconnaissance activity detected,Reconnaissance,Wazuh,Medium,T1046
76,Network reconnaissance activity detected from 10.0.0.5 targeting web01 user svc_backup,Reconnaissance,Wazuh,Medium,T1046
76,Network reconnaissance activity detected from 10.0.0.5 targeting srv-db user admin,Reconnaissance,Wazuh,Medium,T1046
76,Network reconnaissance activity detected from 10.10.10.20 targeting workstation-22 user admin,Reconnaissance,Wazuh,Medium,T1046
76,Network reconnaissance activity detected from 192.168.1.10 targeting srv-db user admin,Reconnaissance,Wazuh,Medium,T1046
76,Network reconnaissance activity detected from 172.16.0.15 targeting web01 user administrator,Reconnaissance,Wazuh,Medium,T1046
77,Host discovery scan observed against multiple systems,Reconnaissance,Security Onion,Low,T1018
77,Host discovery scan observed against multiple systems from 172.16.0.15 targeting web01 user svc_backup,Reconnaissance,Security Onion,Low,T1018
77,Host discovery scan observed against multiple systems from 10.0.0.5 targeting web01 user john,Reconnaissance,Security Onion,Low,T1018
77,Host discovery scan observed against multiple systems from 10.0.0.5 targeting web01 user svc_backup,Reconnaissance,Security Onion,Low,T1018
77,Host discovery scan observed against multiple systems from 192.168.1.10 targeting workstation-22 user administrator,Reconnaissance,Security Onion,Low,T1018
77,Host discovery scan observed against multiple systems from 192.168.1.10 targeting srv-db user svc_backup,Reconnaissance,Security Onion,Low,T1018
78,Sequential port probing detected,Reconnaissance,Security Onion,Medium,T1046
78,Sequential port probing detected from 192.168.1.10 targeting srv-db user admin,Reconnaissance,Security Onion,Medium,T1046
78,Sequential port probing detected from 192.168.1.10 targeting srv-db user john,Reconnaissance,Security Onion,Medium,T1046
78,Sequential port probing detected from 192.168.1.10 targeting web01 user john,Reconnaissance,Security Onion,Medium,T1046
78,Sequential port probing detected from 10.0.0.5 targeting srv-db user administrator,Reconnaissance,Security Onion,Medium,T1046
78,Sequential port probing detected from 192.168.1.10 targeting srv-db user administrator,Reconnaissance,Security Onion,Medium,T1046
79,High volume of connection attempts suggests port scanning,Reconnaissance,Security Onion,Medium,T1046
79,High volume of connection attempts suggests port scanning from 192.168.1.10 targeting web01 user administrator,Reconnaissance,Security Onion,Medium,T1046
79,High volume of connection attempts suggests port scanning from 10.0.0.5 targeting workstation-22 user john,Reconnaissance,Security Onion,Medium,T1046
79,High volume of connection attempts suggests port scanning from 172.16.0.15 targeting dc01 user svc_backup,Reconnaissance,Security Onion,Medium,T1046
79,High volume of connection attempts suggests port scanning from 192.168.1.10 targeting workstation-22 user john,Reconnaissance,Security Onion,Medium,T1046
79,High volume of connection attempts suggests port scanning from 172.16.0.15 targeting dc01 user svc_backup,Reconnaissance,Security Onion,Medium,T1046
80,Service enumeration activity detected,Reconnaissance,Wazuh,Low,T1046
80,Service enumeration activity detected from 192.168.1.10 targeting srv-db user admin,Reconnaissance,Wazuh,Low,T1046
80,Service enumeration activity detected from 172.16.0.15 targeting srv-db user admin,Reconnaissance,Wazuh,Low,T1046
80,Service enumeration activity detected from 172.16.0.15 targeting dc01 user administrator,Reconnaissance,Wazuh,Low,T1046
80,Service enumeration activity detected from 10.0.0.5 targeting srv-db user admin,Reconnaissance,Wazuh,Low,T1046
80,Service enumeration activity detected from 10.10.10.20 targeting web01 user administrator,Reconnaissance,Wazuh,Low,T1046
81,Credential harvesting email detected,Phishing,Microsoft Defender,High,T1566
81,Credential harvesting email detected from 10.10.10.20 targeting dc01 user admin,Phishing,Microsoft Defender,High,T1566
81,Credential harvesting email detected from 172.16.0.15 targeting web01 user admin,Phishing,Microsoft Defender,High,T1566
81,Credential harvesting email detected from 192.168.1.10 targeting web01 user svc_backup,Phishing,Microsoft Defender,High,T1566
81,Credential harvesting email detected from 172.16.0.15 targeting workstation-22 user administrator,Phishing,Microsoft Defender,High,T1566
81,Credential harvesting email detected from 10.0.0.5 targeting dc01 user svc_backup,Phishing,Microsoft Defender,High,T1566
82,Malicious URL embedded in email message,Phishing,Email Gateway,High,T1566
82,Malicious URL embedded in email message from 10.10.10.20 targeting workstation-22 user john,Phishing,Email Gateway,High,T1566
82,Malicious URL embedded in email message from 172.16.0.15 targeting web01 user admin,Phishing,Email Gateway,High,T1566
82,Malicious URL embedded in email message from 192.168.1.10 targeting workstation-22 user john,Phishing,Email Gateway,High,T1566
82,Malicious URL embedded in email message from 192.168.1.10 targeting workstation-22 user administrator,Phishing,Email Gateway,High,T1566
82,Malicious URL embedded in email message from 10.10.10.20 targeting workstation-22 user administrator,Phishing,Email Gateway,High,T1566
83,User accessed known phishing domain,Phishing,Wazuh,High,T1566
83,User accessed known phishing domain from 172.16.0.15 targeting srv-db user svc_backup,Phishing,Wazuh,High,T1566
83,User accessed known phishing domain from 10.0.0.5 targeting workstation-22 user administrator,Phishing,Wazuh,High,T1566
83,User accessed known phishing domain from 10.0.0.5 targeting dc01 user svc_backup,Phishing,Wazuh,High,T1566
83,User accessed known phishing domain from 10.0.0.5 targeting dc01 user administrator,Phishing,Wazuh,High,T1566
83,User accessed known phishing domain from 10.10.10.20 targeting web01 user svc_backup,Phishing,Wazuh,High,T1566
84,Suspicious email attachment opened by user,Phishing,Microsoft Defender,High,T1566
84,Suspicious email attachment opened by user from 10.0.0.5 targeting web01 user john,Phishing,Microsoft Defender,High,T1566
84,Suspicious email attachment opened by user from 172.16.0.15 targeting dc01 user svc_backup,Phishing,Microsoft Defender,High,T1566
84,Suspicious email attachment opened by user from 192.168.1.10 targeting srv-db user admin,Phishing,Microsoft Defender,High,T1566
84,Suspicious email attachment opened by user from 10.0.0.5 targeting srv-db user svc_backup,Phishing,Microsoft Defender,High,T1566
84,Suspicious email attachment opened by user from 192.168.1.10 targeting workstation-22 user svc_backup,Phishing,Microsoft Defender,High,T1566
85,Email containing spoofed login page detected,Phishing,Email Gateway,Medium,T1566
85,Email containing spoofed login page detected from 192.168.1.10 targeting srv-db user svc_backup,Phishing,Email Gateway,Medium,T1566
85,Email containing spoofed login page detected from 172.16.0.15 targeting srv-db user john,Phishing,Email Gateway,Medium,T1566
85,Email containing spoofed login page detected from 10.10.10.20 targeting dc01 user svc_backup,Phishing,Email Gateway,Medium,T1566
85,Email containing spoofed login page detected from 10.0.0.5 targeting web01 user administrator,Phishing,Email Gateway,Medium,T1566
85,Email containing spoofed login page detected from 172.16.0.15 targeting web01 user admin,Phishing,Email Gateway,Medium,T1566
86,Potential business email compromise attempt observed,Phishing,Microsoft Defender,High,T1566
86,Potential business email compromise attempt observed from 172.16.0.15 targeting web01 user svc_backup,Phishing,Microsoft Defender,High,T1566
86,Potential business email compromise attempt observed from 192.168.1.10 targeting workstation-22 user svc_backup,Phishing,Microsoft Defender,High,T1566
86,Potential business email compromise attempt observed from 172.16.0.15 targeting srv-db user svc_backup,Phishing,Microsoft Defender,High,T1566
86,Potential business email compromise attempt observed from 10.0.0.5 targeting srv-db user administrator,Phishing,Microsoft Defender,High,T1566
86,Potential business email compromise attempt observed from 172.16.0.15 targeting dc01 user svc_backup,Phishing,Microsoft Defender,High,T1566
87,User submitted credentials to suspicious website,Phishing,Wazuh,Critical,T1566
87,User submitted credentials to suspicious website from 172.16.0.15 targeting dc01 user admin,Phishing,Wazuh,Critical,T1566
87,User submitted credentials to suspicious website from 10.0.0.5 targeting web01 user administrator,Phishing,Wazuh,Critical,T1566
87,User submitted credentials to suspicious website from 10.10.10.20 targeting dc01 user john,Phishing,Wazuh,Critical,T1566
87,User submitted credentials to suspicious website from 192.168.1.10 targeting workstation-22 user svc_backup,Phishing,Wazuh,Critical,T1566
87,User submitted credentials to suspicious website from 10.0.0.5 targeting web01 user admin,Phishing,Wazuh,Critical,T1566
88,Phishing campaign targeting corporate users detected,Phishing,Email Gateway,High,T1566
88,Phishing campaign targeting corporate users detected from 10.10.10.20 targeting srv-db user administrator,Phishing,Email Gateway,High,T1566
88,Phishing campaign targeting corporate users detected from 10.10.10.20 targeting dc01 user admin,Phishing,Email Gateway,High,T1566
88,Phishing campaign targeting corporate users detected from 192.168.1.10 targeting workstation-22 user admin,Phishing,Email Gateway,High,T1566
88,Phishing campaign targeting corporate users detected from 192.168.1.10 targeting web01 user john,Phishing,Email Gateway,High,T1566
